Probe Name,Annotation,Accession #,NS Probe ID,Class Name,Analyte Type,% Samples above Threshold,20190927_RQ-016723_Control-1_01.RCC,20190927_RQ-016723_Control-2_02.RCC,20190927_RQ-016723_Control-3_03.RCC,20190927_RQ-016723_Control-K-1_07.RCC,20190927_RQ-016723_Control-K-2_08.RCC,20190927_RQ-016723_Control-K-3_09.RCC,20190927_RQ-016723_FHKO-1_04.RCC,20190927_RQ-016723_FHKO-2_05.RCC,20190927_RQ-016723_FHKO-3_06.RCC,20190927_RQ-016723_FHKO-K-1_10.RCC,20190927_RQ-016723_FHKO-K-2_11.RCC,20190927_RQ-016723_FHKO-K-3_12.RCC
Col12a1,,NM_007730.2,,Endogenous,mRNA,100.00,7.27,3.03,12.37,103.44,88.79,111.41,12.44,12.49,10.10,74.62,107.10,78.69
Col14a1,,NM_181277.3,,Endogenous,mRNA,100.00,11.63,16.17,10.47,796.76,674.45,718.17,12.44,13.32,13.47,762.39,737.21,702.61
Col15a1,,NM_009928.3,,Endogenous,mRNA,100.00,11.63,6.06,11.42,547.94,381.62,527.91,9.67,9.99,12.35,384.44,425.27,341.27
Col17a1,,NM_007732.2,,Endogenous,mRNA,100.00,11.63,8.08,9.52,11.18,10.39,14.57,6.91,7.49,11.23,12.98,5.20,6.42
Col1a2,,NM_007743.2,,Endogenous,mRNA,100.00,10.18,9.09,6.66,549.34,369.34,474.78,11.06,8.32,7.86,545.84,456.47,384.63
Col3a1,,NM_009930.1,,Endogenous,mRNA,100.00,17.45,21.22,19.04,896.00,501.58,609.33,15.20,20.81,14.60,791.59,564.60,519.53
Col4a1,,NM_009931.2,,Endogenous,mRNA,100.00,53.81,47.49,49.50,1182.55,773.63,792.73,66.34,65.75,48.28,1008.95,825.59,715.45
Col4a2,,NM_009932.3,,Endogenous,mRNA,100.00,26.18,23.24,22.85,714.28,574.32,554.48,41.46,26.63,26.95,570.98,506.38,504.27
Cpa3,,NM_007753.2,,Endogenous,mRNA,100.00,5.82,5.05,4.76,4.19,11.34,8.57,13.82,10.82,8.98,7.30,7.28,7.23
Crabp2,,NM_007759.2,,Endogenous,mRNA,100.00,5.82,9.09,6.66,8.39,10.39,7.71,13.82,7.49,6.74,6.49,14.56,8.03
Crem,,NM_001110853.1,,Endogenous,mRNA,100.00,24.72,19.20,23.80,139.78,125.63,143.12,30.40,43.28,21.33,139.50,118.54,148.55
Crip1,,NM_007763.3,,Endogenous,mRNA,100.00,16342.62,14911.82,14691.28,786.97,700.89,753.31,13878.45,14940.39,15173.90,657.76,596.84,617.49
Csf1,,NM_001113530.1,,Endogenous,mRNA,100.00,36.36,35.37,41.88,142.58,171.92,157.69,38.70,33.29,37.05,135.45,118.54,142.13
Csf1r,,NM_001037859.1,,Endogenous,mRNA,100.00,6044.31,5675.93,5716.98,370.42,287.16,419.93,6668.35,6897.55,7393.28,248.99,318.17,248.92
Csf2,,NM_009969.4,,Endogenous,mRNA,91.67,10.18,7.07,1.90,19.57,7.56,1.00,12.44,5.83,7.86,8.92,6.24,9.64
Csf2ra,,NM_009970.2,,Endogenous,mRNA,100.00,567.20,507.27,619.67,50.32,37.78,44.56,539.00,731.62,756.73,38.93,22.88,24.89
Csf3,,NM_009971.1,,Endogenous,mRNA,100.00,16.00,8.08,12.37,18.17,21.73,13.71,13.82,9.99,11.23,17.84,13.52,11.24
Csf3r,,NM_001252651.1,,Endogenous,mRNA,100.00,97.44,94.99,116.13,18.17,19.84,18.85,105.04,163.14,129.12,28.39,16.64,16.06
Cstb,,NM_007793.3,,Endogenous,mRNA,100.00,23114.11,23322.13,23585.63,3797.87,3385.45,3408.30,19807.40,23739.82,23301.45,3582.43,3424.01,3392.59
Ctgf,,NM_010217.2,,Endogenous,mRNA,100.00,4.36,8.08,8.57,1464.91,2484.30,2193.93,6.91,4.99,6.74,1610.75,1954.80,2168.04
Ctla4,,NM_009843.3,,Endogenous,mRNA,100.00,16.00,9.09,9.52,9.78,16.06,23.14,12.44,10.82,10.10,12.17,12.48,11.24
Ctnnb1,,NM_007614.2,,Endogenous,mRNA,100.00,2767.64,3054.71,3145.00,7208.54,6625.44,6432.67,3249.18,4316.48,3492.86,7131.60,6377.00,6502.53
Ctsa,,NM_001038492.2,,Endogenous,mRNA,100.00,119.26,100.04,85.67,46.13,43.45,51.42,103.65,114.86,133.61,36.50,41.59,43.36
Ctsd,,NM_009983.2,,Endogenous,mRNA,100.00,186804.98,158699.66,151183.89,12106.50,9442.24,9349.91,137177.19,136105.69,139183.36,9947.58,9134.51,9295.29
Ctsg,,NM_007800.1,,Endogenous,mRNA,100.00,21.82,14.15,6.66,22.37,13.22,18.00,19.35,18.31,21.33,13.79,10.40,11.24
Ctsl,,NM_009984.3,,Endogenous,mRNA,100.00,4659.76,4467.38,5109.68,2046.40,2001.61,2151.94,4419.77,5154.64,5042.25,2238.51,2422.70,2391.27
Ctss,,NM_021281.2,,Endogenous,mRNA,100.00,23039.94,24423.57,29857.55,346.66,195.53,250.24,25191.83,37294.37,31943.22,256.29,181.96,228.85
Cttnbp2,,NM_080285.1,,Endogenous,mRNA,100.00,16.00,10.10,18.09,106.23,88.79,88.27,12.44,11.65,10.10,95.70,90.46,96.36
Cx3cl1,,NM_009142.3,,Endogenous,mRNA,100.00,14.54,14.15,5.71,205.48,168.14,231.39,13.82,6.66,4.49,174.38,194.44,183.88
Cx3cr1,,NM_009987.3,,Endogenous,mRNA,100.00,621.01,905.40,786.25,173.33,99.18,102.84,1264.57,1001.30,1249.62,98.95,77.98,72.27
Cxcl1,,NM_008176.1,,Endogenous,mRNA,100.00,8.73,10.10,5.71,37.74,53.84,31.71,11.06,4.16,2.25,36.50,30.15,24.09
Cxcl10,,NM_021274.1,,Endogenous,mRNA,100.00,24.72,43.45,49.50,145.37,113.35,121.69,55.28,43.28,66.24,129.77,82.14,88.33
Cxcl11,,NM_019494.1,,Endogenous,mRNA,100.00,18.91,15.16,16.18,36.34,42.51,37.71,17.97,14.15,16.84,27.58,34.31,20.07
Cxcl12,,NM_021704.3,,Endogenous,mRNA,100.00,4.36,3.03,4.76,2372.10,3838.86,4255.88,5.53,8.32,7.86,2476.96,3264.93,3086.65
Cxcl13,,NM_018866.2,,Endogenous,mRNA,100.00,14.54,7.07,10.47,26.56,24.56,15.43,19.35,8.32,11.23,8.92,17.68,25.70
Cxcl14,,NM_019568.2,,Endogenous,mRNA,100.00,1963.38,1510.68,1528.72,1093.09,1760.74,1426.91,1947.30,1584.76,1887.33,1393.39,1337.16,1210.09
Cxcl16,,NM_023158.6,,Endogenous,mRNA,100.00,2369.15,2649.51,2152.20,820.52,887.93,932.42,2847.00,2423.76,2502.60,979.75,805.83,900.94
Cxcl2,,NM_009140.2,,Endogenous,mRNA,100.00,68.35,66.69,56.16,22.37,15.11,16.28,70.48,89.06,87.57,8.11,16.64,16.06
Cxcl3,,NM_203320.2,,Endogenous,mRNA,100.00,20.36,14.15,12.37,9.78,13.22,6.86,9.67,5.83,11.23,8.92,16.64,4.82
Cxcl5,,NM_009141.2,,Endogenous,mRNA,100.00,17.45,23.24,13.33,27.96,27.39,22.28,20.73,14.98,13.47,25.95,22.88,23.29
Cxcl9,,NM_008599.2,,Endogenous,mRNA,100.00,13.09,16.17,14.28,104.84,81.24,79.70,15.20,9.99,7.86,71.37,59.27,36.94
Cxcr1,,NM_178241.4,,Endogenous,mRNA,100.00,13.09,8.08,13.33,25.16,26.45,14.57,15.20,16.65,12.35,13.79,8.32,20.07
Cxcr2,,NM_009909.3,,Endogenous,mRNA,100.00,10.18,8.08,6.66,13.98,8.50,12.00,8.29,11.65,5.61,11.35,10.40,6.42
Cxcr3,,NM_009910.2,,Endogenous,mRNA,100.00,36.36,43.45,44.74,18.17,20.78,15.43,48.37,40.78,55.01,21.09,13.52,11.24
Cxcr4,,NM_009911.3,,Endogenous,mRNA,100.00,779.54,879.13,830.99,41.93,28.34,32.57,898.33,965.51,976.79,23.52,34.31,29.71
Cxcr5,,NM_007551.2,,Endogenous,mRNA,100.00,13.09,12.13,10.47,13.98,15.11,22.28,27.64,8.32,10.10,14.60,16.64,12.85
Cxcr6,,NM_030712.4,,Endogenous,mRNA,100.00,7.27,5.05,8.57,43.33,16.06,24.85,8.29,6.66,1.12,21.90,23.92,28.91
Cybb,,NM_007807.2,,Endogenous,mRNA,100.00,2636.75,3536.72,4851.72,215.26,158.69,159.40,4447.41,6479.72,3889.19,184.92,139.33,146.95
Cyp1b1,,NM_009994.1,,Endogenous,mRNA,100.00,8.73,6.06,8.57,201.29,163.42,221.11,13.82,10.82,8.98,163.02,192.36,167.82
Cyp3a13,,NM_007819.4,,Endogenous,mRNA,100.00,10.18,11.12,14.28,29.35,34.01,31.71,16.58,8.32,15.72,25.14,35.35,27.30
Cyr61,,NM_010516.1,,Endogenous,mRNA,100.00,10.18,6.06,8.57,155.16,214.42,185.11,13.82,8.32,7.86,248.18,198.60,163.81
Cysltr1,,NM_021476.4,,Endogenous,mRNA,100.00,56.72,74.78,81.86,26.56,33.06,25.71,118.86,258.86,147.08,31.63,16.64,22.48
Cytip,,NM_139200.4,,Endogenous,mRNA,100.00,370.86,550.72,573.98,387.20,376.90,378.80,693.78,816.52,744.38,351.19,328.57,339.66
Daglb,,NM_144915.3,,Endogenous,mRNA,100.00,3014.88,2476.71,2677.63,211.07,220.09,204.82,2274.84,2794.98,2441.97,180.87,199.64,194.32
Daxx,,NM_007829.3,,Endogenous,mRNA,100.00,93.08,79.83,85.67,60.11,54.79,61.70,77.39,103.21,87.57,64.07,59.27,53.00
Ddr2,,NM_022563.2,,Endogenous,mRNA,100.00,14.54,3.03,7.62,192.90,165.31,175.69,6.91,9.99,10.10,154.10,138.29,126.87
Des,,NM_010043.1,,Endogenous,mRNA,100.00,8.73,7.07,6.66,95.05,61.40,80.56,9.67,14.98,11.23,76.24,77.98,82.71
Dhrs3,,NM_011303.6,,Endogenous,mRNA,100.00,748.99,596.19,613.96,585.69,399.57,340.23,710.37,761.59,635.47,459.87,425.27,344.48
Dnajb6,,NM_011847.4,,Endogenous,mRNA,100.00,1034.05,1122.66,1233.63,1743.08,2105.52,1955.68,1031.00,1385.00,1116.01,1802.97,1963.11,2045.19
Dpp4,,NM_001159543.1,,Endogenous,mRNA,100.00,8.73,13.14,10.47,704.50,671.61,720.74,6.91,7.49,13.47,767.26,682.10,656.03
Dusp1,,NM_013642.3,,Endogenous,mRNA,100.00,753.36,760.90,772.92,658.37,1190.20,659.04,939.79,904.75,1082.33,929.47,869.26,874.44
Dusp2,,NM_010090.2,,Endogenous,mRNA,100.00,30.54,37.39,48.55,18.17,8.50,12.86,27.64,48.28,44.91,9.73,9.36,9.64
Dusp6,,NM_026268.2,,Endogenous,mRNA,100.00,653.01,651.77,715.81,798.15,757.57,594.76,666.14,784.06,721.93,680.47,581.24,632.75
Ear3,,NM_017388.1,,Endogenous,mRNA,100.00,5.82,20.21,19.99,9.78,22.67,15.43,20.73,24.14,13.47,16.22,25.99,20.88
Ear6,,NM_053111.2,,Endogenous,mRNA,100.00,8.73,8.08,9.52,11.18,8.50,9.43,9.67,9.99,5.61,7.30,5.20,9.64
Edn1,,NM_010104.2,,Endogenous,mRNA,100.00,1.45,8.08,4.76,26.56,16.06,25.71,4.15,9.99,4.49,14.60,18.72,19.27
Egf,,NM_010113.3,,Endogenous,mRNA,100.00,10.18,9.09,7.62,14883.96,16369.01,17284.04,9.67,8.32,4.49,15139.14,15295.24,15144.99
Egr2,,NM_010118.2,,Endogenous,mRNA,100.00,165.80,109.13,157.06,15.38,11.34,8.57,121.62,165.63,129.12,9.73,8.32,7.23
Egr3,,NM_018781.2,,Endogenous,mRNA,100.00,29.09,27.28,19.99,9.78,14.17,12.00,34.55,39.95,48.28,7.30,10.40,10.44
Eif4ebp2,,NM_010124.2,,Endogenous,mRNA,100.00,440.67,365.80,395.03,1242.66,1035.28,1012.98,395.26,456.95,446.85,1079.51,982.60,1100.08
Elane,,NM_015779.2,,Endogenous,mRNA,100.00,16.00,24.25,19.04,4.19,9.45,7.71,22.11,19.98,19.09,3.24,8.32,3.21
Ell2,,NM_138953.2,,Endogenous,mRNA,100.00,319.96,347.61,493.07,409.56,405.23,396.79,544.52,853.97,569.23,361.73,397.20,394.26
Elovl6,,NM_130450.2,,Endogenous,mRNA,100.00,20.36,20.21,11.42,188.71,120.91,92.56,23.49,22.47,24.70,100.57,121.65,90.74
Emp1,,NM_010128.4,,Endogenous,mRNA,100.00,2270.25,2737.42,2905.13,266.98,271.10,350.51,3327.95,3765.48,3257.08,302.52,266.19,274.62
En1,,NM_010133.2,,Endogenous,mRNA,100.00,1.45,9.09,8.57,9.78,9.45,11.14,8.29,9.99,8.98,7.30,6.24,2.41
Enc1,,NM_007930.3,,Endogenous,mRNA,100.00,203.61,234.43,202.75,60.11,56.68,40.28,221.13,263.85,289.67,47.85,44.71,31.32
Enpep,,NM_007934.3,,Endogenous,mRNA,100.00,11.63,9.09,9.52,1736.09,1831.58,1725.15,9.67,5.83,13.47,2113.61,1731.24,1995.40
Enpp2,,NM_001136077.2,,Endogenous,mRNA,100.00,16.00,13.14,10.47,1494.27,1884.48,1876.84,15.20,9.16,13.47,2085.22,2192.91,2123.08
Ephb6,,NM_001146351.1,,Endogenous,mRNA,100.00,8.73,9.09,9.52,19.57,13.22,7.71,13.82,13.32,8.98,10.54,13.52,16.86
Epx,,NM_007946.2,,Endogenous,mRNA,100.00,5.82,9.09,4.76,8.39,10.39,11.14,8.29,9.99,10.10,5.68,8.32,7.23
Ercc1,,NM_007948.2,,Endogenous,mRNA,100.00,234.15,234.43,213.22,155.16,109.57,125.98,187.96,192.27,185.25,137.88,143.49,117.23
Erg,,NM_133659.2,,Endogenous,mRNA,100.00,13.09,10.10,9.52,58.71,60.45,66.85,1.38,6.66,10.10,68.94,64.47,54.60
Ets1,,NM_001038642.1,,Endogenous,mRNA,100.00,122.17,149.55,152.30,746.43,681.06,732.74,210.07,191.44,174.03,680.47,626.99,645.60
F11r,,NM_172647.2,,Endogenous,mRNA,100.00,40.72,27.28,41.88,2071.57,1877.87,1720.86,69.10,36.62,58.38,2055.21,1859.14,1831.60
Fabp4,,NM_024406.2,,Endogenous,mRNA,100.00,125.07,177.85,219.88,2188.98,1524.59,737.02,187.96,476.09,390.72,846.74,763.20,713.05
Fadd,,NM_010175.5,,Endogenous,mRNA,100.00,50.90,49.51,41.88,145.37,146.41,114.84,38.70,58.26,44.91,137.88,140.37,126.07
Faf1,,NM_007983.2,,Endogenous,mRNA,100.00,42.18,36.38,33.32,107.63,107.68,87.41,42.84,39.95,37.05,90.03,91.50,86.72
Fas,,NM_007987.2,,Endogenous,mRNA,100.00,23.27,13.14,19.99,57.31,77.46,68.56,17.97,24.14,20.21,75.43,83.18,60.22
Fasn,,NM_007988.3,,Endogenous,mRNA,100.00,414.49,338.51,310.31,2847.35,1130.69,719.88,341.36,375.38,390.72,1175.22,813.11,872.84
Fbp1,,NM_019395.2,,Endogenous,mRNA,100.00,8.73,14.15,8.57,10125.79,9570.71,9278.77,11.06,12.49,11.23,10699.43,11486.51,11501.88
Fbxl7,,NM_176959.3,,Endogenous,mRNA,100.00,16.00,9.09,9.52,61.50,77.46,44.56,15.20,14.15,11.23,51.91,61.35,61.83
Fcer1a,,NM_010184.1,,Endogenous,mRNA,100.00,17.45,13.14,10.47,11.18,26.45,16.28,6.91,10.82,14.60,16.22,24.95,12.04
Fcer2a,,NM_001253737.1,,Endogenous,mRNA,100.00,13.09,19.20,14.28,12.58,4.72,6.00,20.73,22.47,16.84,5.68,8.32,12.04
Fcgr1,,NM_010186.5,,Endogenous,mRNA,100.00,2065.19,2265.52,1918.99,116.02,79.35,87.41,2237.52,2125.78,2294.89,91.65,87.34,101.98
Fcgr2b,,NM_001077189.1,,Endogenous,mRNA,100.00,312.69,447.65,475.94,1209.11,1090.07,1091.82,413.23,640.90,470.43,1423.40,1102.17,1231.77
Fcgr3,,NM_010188.5,,Endogenous,mRNA,100.00,4450.33,4343.09,4486.20,60.11,43.45,50.56,3564.28,3970.23,3803.86,41.36,47.83,42.56
Fcgr4,,NM_144559.1,,Endogenous,mRNA,100.00,657.37,804.35,721.52,139.78,85.96,87.41,547.29,602.61,577.09,88.40,68.63,91.54
Fcnb,,NM_010190.1,,Endogenous,mRNA,100.00,11.63,8.08,9.52,5.59,9.45,6.86,2.76,7.49,11.23,7.30,8.32,5.62
Fem1c,,NM_173423.4,,Endogenous,mRNA,100.00,148.34,213.21,324.59,564.72,469.47,457.64,283.32,479.42,317.74,505.29,480.38,476.17
Fgf10,,NM_008002.4,,Endogenous,mRNA,100.00,5.82,1.01,5.71,26.56,34.95,12.00,9.67,4.99,6.74,10.54,16.64,11.24
Fgf18,,NM_008005.1,,Endogenous,mRNA,100.00,17.45,12.13,13.33,30.75,99.18,53.99,15.20,13.32,8.98,63.26,73.82,72.27
Fgf2,,NM_008006.2,,Endogenous,mRNA,100.00,26.18,8.08,15.23,30.75,23.62,28.28,23.49,12.49,4.49,19.47,13.52,23.29
Fgf7,,NM_008008.4,,Endogenous,mRNA,100.00,8.73,7.07,10.47,22.37,27.39,28.28,9.67,8.32,7.86,16.22,21.84,18.47
Fgfr1,,NM_001079908.2,,Endogenous,mRNA,100.00,77.08,51.54,66.63,230.64,258.82,242.53,53.90,58.26,51.65,220.61,248.51,262.57
Flnb,,NM_134080.1,,Endogenous,mRNA,100.00,74.17,64.67,83.77,549.34,525.20,581.91,91.21,84.07,66.24,529.62,550.05,606.25
Flrt2,,NM_201518.4,,Endogenous,mRNA,100.00,84.35,119.24,184.66,51.72,80.29,77.99,135.44,351.24,159.43,60.83,80.06,58.62
Flt1,,NM_010228.3,,Endogenous,mRNA,100.00,40.72,23.24,41.88,239.03,193.64,227.11,27.64,28.30,39.30,200.33,230.83,240.09
Flt3,,NM_010229.2,,Endogenous,mRNA,100.00,10.18,11.12,8.57,13.98,33.06,26.57,9.67,11.65,17.96,22.71,19.76,18.47
Fn1,,NM_010233.1,,Endogenous,mRNA,100.00,245.79,144.50,178.00,515.79,275.82,445.64,182.43,191.44,186.38,384.44,359.77,358.93
Fosb,,NM_008036.2,,Endogenous,mRNA,100.00,23.27,24.25,17.13,22.37,17.95,22.28,30.40,30.80,22.45,13.79,9.36,12.85
Fosl1,,NM_010235.2,,Endogenous,mRNA,100.00,27.63,18.19,18.09,18.17,17.00,17.14,24.88,24.97,15.72,10.54,14.56,14.45
Fpr-rs3,,NM_008040.2,,Endogenous,mRNA,100.00,13.09,11.12,3.81,12.58,20.78,13.71,11.06,6.66,7.86,6.49,16.64,12.85
Fpr-rs4,,NM_008041.2,,Endogenous,mRNA,100.00,18.91,11.12,16.18,12.58,28.34,30.85,6.91,16.65,16.84,15.41,24.95,11.24
Fpr-rs5,,Fpr_rs5.1,,Endogenous,mRNA,100.00,7.27,7.07,5.71,8.39,11.34,19.71,5.53,3.33,4.49,12.17,11.44,10.44
Fpr-rs6,,NM_177316.2,,Endogenous,mRNA,100.00,5.82,2.02,7.62,5.59,12.28,11.14,4.15,4.16,3.37,2.43,9.36,5.62
Fpr1,,NM_013521.2,,Endogenous,mRNA,100.00,13.09,9.09,16.18,8.39,7.56,10.28,15.20,16.65,8.98,6.49,7.28,10.44
Fpr2,,NM_008039.2,,Endogenous,mRNA,100.00,5.82,9.09,7.62,32.15,25.50,17.14,23.49,9.99,12.35,13.79,16.64,18.47
Fpr3,,NM_008042.2,,Endogenous,mRNA,100.00,27.63,10.10,9.52,18.17,15.11,10.28,12.44,14.98,20.21,9.73,23.92,16.86
Fscn1,,NM_007984.2,,Endogenous,mRNA,100.00,29.09,20.21,28.56,190.10,154.91,173.11,23.49,24.14,24.70,176.00,165.33,123.66
Furin,,NM_011046.2,,Endogenous,mRNA,100.00,725.72,596.19,631.09,3487.55,3769.91,3518.00,668.91,773.24,854.41,3408.86,3831.61,3521.87
Fut4,,NM_010242.3,,Endogenous,mRNA,100.00,27.63,31.33,38.08,34.95,41.56,30.85,29.02,42.45,24.70,25.14,20.80,19.27
Fyn,,NM_008054.2,,Endogenous,mRNA,100.00,600.65,666.92,771.02,237.63,187.03,204.82,797.44,976.33,959.95,217.36,197.56,171.84
Fzd4,,NM_008055.4,,Endogenous,mRNA,100.00,10.18,11.12,11.42,806.54,788.74,845.86,6.91,14.98,8.98,728.33,703.93,647.20
Fzd6,,NM_001162494.1,,Endogenous,mRNA,91.67,2.91,4.04,1.00,243.22,205.92,208.25,2.76,5.83,1.12,222.23,169.49,173.44
Fzd9,,NM_010246.1,,Endogenous,mRNA,100.00,14.54,4.04,5.71,6.99,14.17,6.00,11.06,2.50,7.86,3.24,7.28,5.62
Gadd45b,,NM_008655.1,,Endogenous,mRNA,100.00,167.25,187.95,183.71,60.11,64.23,63.42,187.96,201.42,185.25,53.53,74.86,50.59
Gata1,,NM_008089.1,,Endogenous,mRNA,100.00,26.18,19.20,21.89,12.58,9.45,15.43,15.20,9.99,6.74,8.92,5.20,12.85
Gata2,,NM_008090.4,,Endogenous,mRNA,100.00,5.82,10.10,7.62,226.45,193.64,178.26,9.67,11.65,7.86,174.38,158.05,153.37
Gata3,,NM_008091.3,,Endogenous,mRNA,100.00,17.45,15.16,9.52,415.15,371.23,299.95,12.44,5.83,4.49,374.71,325.45,313.16
Gata6,,NM_010258.3,,Endogenous,mRNA,100.00,20.36,15.16,10.47,51.72,33.06,38.57,17.97,17.48,10.10,43.80,41.59,41.75
Gch1,,NM_008102.3,,Endogenous,mRNA,100.00,61.08,49.51,70.44,32.15,14.17,27.42,49.75,68.25,55.01,15.41,29.11,27.30
Gem,,NM_010276.3,,Endogenous,mRNA,100.00,13.09,17.18,11.42,103.44,124.69,107.98,8.29,13.32,3.37,95.70,95.66,66.65
Gk5,,NM_177352.4,,Endogenous,mRNA,100.00,16.00,12.13,14.28,304.72,276.77,292.24,19.35,19.98,16.84,261.16,267.22,252.14
Glg1,,NM_009149.2,,Endogenous,mRNA,100.00,1791.77,1700.66,1656.27,1849.31,2004.45,2028.53,1930.71,1914.37,2007.47,1984.65,2006.79,2102.20
Gnai3,,NM_010306.2,,Endogenous,mRNA,100.00,306.87,392.07,594.92,2004.47,1771.13,1859.70,599.81,1290.12,776.94,1975.73,1826.90,1819.55
Golim4,,NM_001291069.1,,Endogenous,mRNA,100.00,40.72,49.51,69.49,247.41,246.54,203.11,66.34,82.40,70.73,227.10,220.43,185.49
Gpr183,,NM_183031.2,,Endogenous,mRNA,100.00,193.43,218.27,189.42,27.96,13.22,24.00,269.50,211.41,257.11,17.03,15.60,12.04
Gpr65,,NM_008152.2,,Endogenous,mRNA,100.00,255.97,305.17,306.50,61.50,38.73,47.99,337.22,478.59,296.40,47.04,41.59,38.54
Grn,,NM_008175.4,,Endogenous,mRNA,100.00,8350.92,7316.97,6872.56,928.15,793.47,853.58,7474.08,8078.63,8320.66,872.69,857.82,883.28
Gsn,,NM_146120.3,,Endogenous,mRNA,100.00,7101.63,6081.14,5478.06,1027.40,972.00,1143.24,6002.20,5783.05,6280.64,879.18,850.54,811.01
Gtf2h2,,NM_022011.4,,Endogenous,mRNA,100.00,65.45,96.00,121.84,742.24,841.64,875.86,114.71,232.22,207.71,788.34,847.42,830.28
Gzma,,NM_010370.2,,Endogenous,mRNA,100.00,16.00,5.05,15.23,37.74,30.23,25.71,15.20,11.65,11.23,30.01,30.15,20.88
H2-Aa,,NM_010378.2,,Endogenous,mRNA,100.00,3744.97,2897.08,3668.54,3887.33,2579.71,3057.79,2961.71,4640.26,2541.90,2948.18,2112.84,2200.16
H2-Ab1,,NM_207105.2,,Endogenous,mRNA,100.00,1870.30,1423.78,1715.28,2418.22,1680.45,2000.25,1419.36,2259.79,1268.70,1669.15,1252.94,1313.67
H2-D1,,NM_010380.3,,Endogenous,mRNA,100.00,16173.91,15005.79,14978.75,3428.85,2739.35,2998.65,14458.91,15433.96,14959.46,2730.01,2501.72,2450.69
H2-DMa,,NM_010386.3,,Endogenous,mRNA,100.00,337.41,341.55,360.76,128.60,99.18,129.41,301.28,419.50,261.60,88.40,99.82,100.37
H2-DMb1,,NM_010387.2,,Endogenous,mRNA,100.00,557.02,445.63,445.48,166.34,152.08,174.83,382.83,507.72,351.42,125.71,111.26,119.64
H2-DMb2,,NM_010388.4,,Endogenous,mRNA,100.00,32.00,20.21,28.56,51.72,40.62,65.99,40.08,29.13,28.07,49.47,37.43,24.09
H2-Ea-ps,,NM_010381.2,,Endogenous,mRNA,100.00,8.73,10.10,5.71,5.59,5.67,11.14,9.67,8.32,11.23,4.06,10.40,7.23
H2-Eb1,,NM_010382.2,,Endogenous,mRNA,100.00,399.95,315.27,474.99,750.63,458.13,557.05,322.02,481.92,284.05,514.21,381.60,418.35
H2-K1,,NM_001001892.2,,Endogenous,mRNA,100.00,10651.72,10554.58,10013.75,4837.85,3930.49,4089.62,10122.06,10266.00,10501.04,3721.93,3390.74,3435.15
H2-M3,,NM_013819.2,,Endogenous,mRNA,100.00,167.25,172.79,163.72,67.10,47.23,53.99,201.78,185.61,169.53,55.15,51.99,51.39
H2-Ob,,NM_010389.3,,Endogenous,mRNA,100.00,21.82,22.23,18.09,88.06,68.01,53.99,26.26,24.14,26.95,51.91,49.91,42.56
H2-Q1,,NM_010390.3,,Endogenous,mRNA,100.00,709.73,609.33,589.21,462.68,421.29,450.78,572.16,551.00,526.57,421.75,421.11,360.54
H2-Q10,,NM_010391.4,,Endogenous,mRNA,91.67,16.00,15.16,1.00,54.51,60.45,37.71,19.35,9.99,6.74,39.74,28.07,32.12
H2-Q2,,NM_010392.2,,Endogenous,mRNA,100.00,11.63,25.26,19.99,43.33,34.01,46.28,24.88,22.47,22.45,32.44,44.71,28.10
H2-T23,,NM_010398.3,,Endogenous,mRNA,100.00,628.28,554.76,574.93,483.64,443.96,421.65,550.05,625.08,518.71,390.93,428.39,399.08
Havcr1,,NM_134248.2,,Endogenous,mRNA,100.00,5.82,11.12,9.52,46.13,29.28,38.57,12.44,8.32,8.98,33.25,25.99,24.09
Havcr2,,NM_134250.2,,Endogenous,mRNA,100.00,69.81,81.85,99.95,13.98,25.50,18.00,150.64,122.35,121.26,17.03,17.68,16.86
Hbegf,,NM_010415.1,,Endogenous,mRNA,100.00,125.07,105.09,99.00,304.72,285.27,203.11,60.81,85.73,75.22,265.21,247.47,231.26
Hc,,NM_010406.1,,Endogenous,mRNA,100.00,8.73,17.18,12.37,13.98,2.83,6.00,15.20,14.15,20.21,5.68,8.32,6.42
Hdac5,,NM_010412.3,,Endogenous,mRNA,100.00,558.47,523.43,493.07,557.73,380.67,419.93,580.46,543.51,662.42,447.70,429.43,407.11
Hdac6,,NM_010413.3,,Endogenous,mRNA,100.00,98.90,84.88,89.48,519.99,524.25,572.48,84.30,106.54,112.27,556.38,575.00,586.98
Hdc,,NM_008230.4,,Endogenous,mRNA,100.00,23.27,19.20,16.18,12.58,19.84,12.00,19.35,23.31,21.33,8.92,15.60,8.83
Hes1,,NM_008235.2,,Endogenous,mRNA,100.00,8.73,7.07,3.81,13.98,12.28,12.86,4.15,6.66,4.49,12.17,13.52,16.06
Hgf,,NM_010427.5,,Endogenous,mRNA,100.00,85.81,91.95,116.13,132.79,110.52,109.70,117.47,247.20,99.92,88.40,114.38,96.36
Hif1a,,NM_010431.2,,Endogenous,mRNA,100.00,309.78,478.97,705.34,1888.45,2218.87,2139.94,655.09,1101.18,698.35,1979.78,2131.56,2062.85
Hip1r,,NM_145070.2,,Endogenous,mRNA,100.00,14.54,13.14,18.09,381.60,302.27,375.37,9.67,17.48,17.96,335.78,337.93,315.57
