Probe Name,Annotation,Accession #,NS Probe ID,Class Name,Analyte Type,% Samples above Threshold,20190927_RQ-016723_Control-1_01.RCC,20190927_RQ-016723_Control-2_02.RCC,20190927_RQ-016723_Control-3_03.RCC,20190927_RQ-016723_Control-K-1_07.RCC,20190927_RQ-016723_Control-K-2_08.RCC,20190927_RQ-016723_Control-K-3_09.RCC,20190927_RQ-016723_FHKO-1_04.RCC,20190927_RQ-016723_FHKO-2_05.RCC,20190927_RQ-016723_FHKO-3_06.RCC,20190927_RQ-016723_FHKO-K-1_10.RCC,20190927_RQ-016723_FHKO-K-2_11.RCC,20190927_RQ-016723_FHKO-K-3_12.RCC
Col12a1,,NM_007730.2,,Endogenous,mRNA,100.00,5.00,3.00,13.00,74.00,94.00,130.00,9.00,15.00,9.00,92.00,103.00,98.00
Col14a1,,NM_181277.3,,Endogenous,mRNA,100.00,8.00,16.00,11.00,570.00,714.00,838.00,9.00,16.00,12.00,940.00,709.00,875.00
Col15a1,,NM_009928.3,,Endogenous,mRNA,100.00,8.00,6.00,12.00,392.00,404.00,616.00,7.00,12.00,11.00,474.00,409.00,425.00
Col17a1,,NM_007732.2,,Endogenous,mRNA,100.00,8.00,8.00,10.00,8.00,11.00,17.00,5.00,9.00,10.00,16.00,5.00,8.00
Col1a2,,NM_007743.2,,Endogenous,mRNA,100.00,7.00,9.00,7.00,393.00,391.00,554.00,8.00,10.00,7.00,673.00,439.00,479.00
Col3a1,,NM_009930.1,,Endogenous,mRNA,100.00,12.00,21.00,20.00,641.00,531.00,711.00,11.00,25.00,13.00,976.00,543.00,647.00
Col4a1,,NM_009931.2,,Endogenous,mRNA,100.00,37.00,47.00,52.00,846.00,819.00,925.00,48.00,79.00,43.00,1244.00,794.00,891.00
Col4a2,,NM_009932.3,,Endogenous,mRNA,100.00,18.00,23.00,24.00,511.00,608.00,647.00,30.00,32.00,24.00,704.00,487.00,628.00
Cpa3,,NM_007753.2,,Endogenous,mRNA,100.00,4.00,5.00,5.00,3.00,12.00,10.00,10.00,13.00,8.00,9.00,7.00,9.00
Crabp2,,NM_007759.2,,Endogenous,mRNA,100.00,4.00,9.00,7.00,6.00,11.00,9.00,10.00,9.00,6.00,8.00,14.00,10.00
Crem,,NM_001110853.1,,Endogenous,mRNA,100.00,17.00,19.00,25.00,100.00,133.00,167.00,22.00,52.00,19.00,172.00,114.00,185.00
Crip1,,NM_007763.3,,Endogenous,mRNA,100.00,11237.00,14757.00,15434.00,563.00,742.00,879.00,10042.00,17950.00,13515.00,811.00,574.00,769.00
Csf1,,NM_001113530.1,,Endogenous,mRNA,100.00,25.00,35.00,44.00,102.00,182.00,184.00,28.00,40.00,33.00,167.00,114.00,177.00
Csf1r,,NM_001037859.1,,Endogenous,mRNA,100.00,4156.00,5617.00,6006.00,265.00,304.00,490.00,4825.00,8287.00,6585.00,307.00,306.00,310.00
Csf2,,NM_009969.4,,Endogenous,mRNA,91.67,7.00,7.00,2.00,14.00,8.00,1.00,9.00,7.00,7.00,11.00,6.00,12.00
Csf2ra,,NM_009970.2,,Endogenous,mRNA,100.00,390.00,502.00,651.00,36.00,40.00,52.00,390.00,879.00,674.00,48.00,22.00,31.00
Csf3,,NM_009971.1,,Endogenous,mRNA,100.00,11.00,8.00,13.00,13.00,23.00,16.00,10.00,12.00,10.00,22.00,13.00,14.00
Csf3r,,NM_001252651.1,,Endogenous,mRNA,100.00,67.00,94.00,122.00,13.00,21.00,22.00,76.00,196.00,115.00,35.00,16.00,20.00
Cstb,,NM_007793.3,,Endogenous,mRNA,100.00,15893.00,23080.00,24778.00,2717.00,3584.00,3977.00,14332.00,28522.00,20754.00,4417.00,3293.00,4225.00
Ctgf,,NM_010217.2,,Endogenous,mRNA,100.00,3.00,8.00,9.00,1048.00,2630.00,2560.00,5.00,6.00,6.00,1986.00,1880.00,2700.00
Ctla4,,NM_009843.3,,Endogenous,mRNA,100.00,11.00,9.00,10.00,7.00,17.00,27.00,9.00,13.00,9.00,15.00,12.00,14.00
Ctnnb1,,NM_007614.2,,Endogenous,mRNA,100.00,1903.00,3023.00,3304.00,5157.00,7014.00,7506.00,2351.00,5186.00,3111.00,8793.00,6133.00,8098.00
Ctsa,,NM_001038492.2,,Endogenous,mRNA,100.00,82.00,99.00,90.00,33.00,46.00,60.00,75.00,138.00,119.00,45.00,40.00,54.00
Ctsd,,NM_009983.2,,Endogenous,mRNA,100.00,128445.00,157052.00,158827.00,8661.00,9996.00,10910.00,99257.00,163523.00,123967.00,12265.00,8785.00,11576.00
Ctsg,,NM_007800.1,,Endogenous,mRNA,100.00,15.00,14.00,7.00,16.00,14.00,21.00,14.00,22.00,19.00,17.00,10.00,14.00
Ctsl,,NM_009984.3,,Endogenous,mRNA,100.00,3204.00,4421.00,5368.00,1464.00,2119.00,2511.00,3198.00,6193.00,4491.00,2760.00,2330.00,2978.00
Ctss,,NM_021281.2,,Endogenous,mRNA,100.00,15842.00,24170.00,31367.00,248.00,207.00,292.00,18228.00,44807.00,28451.00,316.00,175.00,285.00
Cttnbp2,,NM_080285.1,,Endogenous,mRNA,100.00,11.00,10.00,19.00,76.00,94.00,103.00,9.00,14.00,9.00,118.00,87.00,120.00
Cx3cl1,,NM_009142.3,,Endogenous,mRNA,100.00,10.00,14.00,6.00,147.00,178.00,270.00,10.00,8.00,4.00,215.00,187.00,229.00
Cx3cr1,,NM_009987.3,,Endogenous,mRNA,100.00,427.00,896.00,826.00,124.00,105.00,120.00,915.00,1203.00,1113.00,122.00,75.00,90.00
Cxcl1,,NM_008176.1,,Endogenous,mRNA,100.00,6.00,10.00,6.00,27.00,57.00,37.00,8.00,5.00,2.00,45.00,29.00,30.00
Cxcl10,,NM_021274.1,,Endogenous,mRNA,100.00,17.00,43.00,52.00,104.00,120.00,142.00,40.00,52.00,59.00,160.00,79.00,110.00
Cxcl11,,NM_019494.1,,Endogenous,mRNA,100.00,13.00,15.00,17.00,26.00,45.00,44.00,13.00,17.00,15.00,34.00,33.00,25.00
Cxcl12,,NM_021704.3,,Endogenous,mRNA,100.00,3.00,3.00,5.00,1697.00,4064.00,4966.00,4.00,10.00,7.00,3054.00,3140.00,3844.00
Cxcl13,,NM_018866.2,,Endogenous,mRNA,100.00,10.00,7.00,11.00,19.00,26.00,18.00,14.00,10.00,10.00,11.00,17.00,32.00
Cxcl14,,NM_019568.2,,Endogenous,mRNA,100.00,1350.00,1495.00,1606.00,782.00,1864.00,1665.00,1409.00,1904.00,1681.00,1718.00,1286.00,1507.00
Cxcl16,,NM_023158.6,,Endogenous,mRNA,100.00,1629.00,2622.00,2261.00,587.00,940.00,1088.00,2060.00,2912.00,2229.00,1208.00,775.00,1122.00
Cxcl2,,NM_009140.2,,Endogenous,mRNA,100.00,47.00,66.00,59.00,16.00,16.00,19.00,51.00,107.00,78.00,10.00,16.00,20.00
Cxcl3,,NM_203320.2,,Endogenous,mRNA,100.00,14.00,14.00,13.00,7.00,14.00,8.00,7.00,7.00,10.00,11.00,16.00,6.00
Cxcl5,,NM_009141.2,,Endogenous,mRNA,100.00,12.00,23.00,14.00,20.00,29.00,26.00,15.00,18.00,12.00,32.00,22.00,29.00
Cxcl9,,NM_008599.2,,Endogenous,mRNA,100.00,9.00,16.00,15.00,75.00,86.00,93.00,11.00,12.00,7.00,88.00,57.00,46.00
Cxcr1,,NM_178241.4,,Endogenous,mRNA,100.00,9.00,8.00,14.00,18.00,28.00,17.00,11.00,20.00,11.00,17.00,8.00,25.00
Cxcr2,,NM_009909.3,,Endogenous,mRNA,100.00,7.00,8.00,7.00,10.00,9.00,14.00,6.00,14.00,5.00,14.00,10.00,8.00
Cxcr3,,NM_009910.2,,Endogenous,mRNA,100.00,25.00,43.00,47.00,13.00,22.00,18.00,35.00,49.00,49.00,26.00,13.00,14.00
Cxcr4,,NM_009911.3,,Endogenous,mRNA,100.00,536.00,870.00,873.00,30.00,30.00,38.00,650.00,1160.00,870.00,29.00,33.00,37.00
Cxcr5,,NM_007551.2,,Endogenous,mRNA,100.00,9.00,12.00,11.00,10.00,16.00,26.00,20.00,10.00,9.00,18.00,16.00,16.00
Cxcr6,,NM_030712.4,,Endogenous,mRNA,91.67,5.00,5.00,9.00,31.00,17.00,29.00,6.00,8.00,1.00,27.00,23.00,36.00
Cybb,,NM_007807.2,,Endogenous,mRNA,100.00,1813.00,3500.00,5097.00,154.00,168.00,186.00,3218.00,7785.00,3464.00,228.00,134.00,183.00
Cyp1b1,,NM_009994.1,,Endogenous,mRNA,100.00,6.00,6.00,9.00,144.00,173.00,258.00,10.00,13.00,8.00,201.00,185.00,209.00
Cyp3a13,,NM_007819.4,,Endogenous,mRNA,100.00,7.00,11.00,15.00,21.00,36.00,37.00,12.00,10.00,14.00,31.00,34.00,34.00
Cyr61,,NM_010516.1,,Endogenous,mRNA,100.00,7.00,6.00,9.00,111.00,227.00,216.00,10.00,10.00,7.00,306.00,191.00,204.00
Cysltr1,,NM_021476.4,,Endogenous,mRNA,100.00,39.00,74.00,86.00,19.00,35.00,30.00,86.00,311.00,131.00,39.00,16.00,28.00
Cytip,,NM_139200.4,,Endogenous,mRNA,100.00,255.00,545.00,603.00,277.00,399.00,442.00,502.00,981.00,663.00,433.00,316.00,423.00
Daglb,,NM_144915.3,,Endogenous,mRNA,100.00,2073.00,2451.00,2813.00,151.00,233.00,239.00,1646.00,3358.00,2175.00,223.00,192.00,242.00
Daxx,,NM_007829.3,,Endogenous,mRNA,100.00,64.00,79.00,90.00,43.00,58.00,72.00,56.00,124.00,78.00,79.00,57.00,66.00
Ddr2,,NM_022563.2,,Endogenous,mRNA,100.00,10.00,3.00,8.00,138.00,175.00,205.00,5.00,12.00,9.00,190.00,133.00,158.00
Des,,NM_010043.1,,Endogenous,mRNA,100.00,6.00,7.00,7.00,68.00,65.00,94.00,7.00,18.00,10.00,94.00,75.00,103.00
Dhrs3,,NM_011303.6,,Endogenous,mRNA,100.00,515.00,590.00,645.00,419.00,423.00,397.00,514.00,915.00,566.00,567.00,409.00,429.00
Dnajb6,,NM_011847.4,,Endogenous,mRNA,100.00,711.00,1111.00,1296.00,1247.00,2229.00,2282.00,746.00,1664.00,994.00,2223.00,1888.00,2547.00
Dpp4,,NM_001159543.1,,Endogenous,mRNA,100.00,6.00,13.00,11.00,504.00,711.00,841.00,5.00,9.00,12.00,946.00,656.00,817.00
Dusp1,,NM_013642.3,,Endogenous,mRNA,100.00,518.00,753.00,812.00,471.00,1260.00,769.00,680.00,1087.00,964.00,1146.00,836.00,1089.00
Dusp2,,NM_010090.2,,Endogenous,mRNA,100.00,21.00,37.00,51.00,13.00,9.00,15.00,20.00,58.00,40.00,12.00,9.00,12.00
Dusp6,,NM_026268.2,,Endogenous,mRNA,100.00,449.00,645.00,752.00,571.00,802.00,694.00,482.00,942.00,643.00,839.00,559.00,788.00
Ear3,,NM_017388.1,,Endogenous,mRNA,100.00,4.00,20.00,21.00,7.00,24.00,18.00,15.00,29.00,12.00,20.00,25.00,26.00
Ear6,,NM_053111.2,,Endogenous,mRNA,100.00,6.00,8.00,10.00,8.00,9.00,11.00,7.00,12.00,5.00,9.00,5.00,12.00
Edn1,,NM_010104.2,,Endogenous,mRNA,91.67,1.00,8.00,5.00,19.00,17.00,30.00,3.00,12.00,4.00,18.00,18.00,24.00
Egf,,NM_010113.3,,Endogenous,mRNA,100.00,7.00,9.00,8.00,10648.00,17329.00,20168.00,7.00,10.00,4.00,18666.00,14710.00,18861.00
Egr2,,NM_010118.2,,Endogenous,mRNA,100.00,114.00,108.00,165.00,11.00,12.00,10.00,88.00,199.00,115.00,12.00,8.00,9.00
Egr3,,NM_018781.2,,Endogenous,mRNA,100.00,20.00,27.00,21.00,7.00,15.00,14.00,25.00,48.00,43.00,9.00,10.00,13.00
Eif4ebp2,,NM_010124.2,,Endogenous,mRNA,100.00,303.00,362.00,415.00,889.00,1096.00,1182.00,286.00,549.00,398.00,1331.00,945.00,1370.00
Elane,,NM_015779.2,,Endogenous,mRNA,100.00,11.00,24.00,20.00,3.00,10.00,9.00,16.00,24.00,17.00,4.00,8.00,4.00
Ell2,,NM_138953.2,,Endogenous,mRNA,100.00,220.00,344.00,518.00,293.00,429.00,463.00,394.00,1026.00,507.00,446.00,382.00,491.00
Elovl6,,NM_130450.2,,Endogenous,mRNA,100.00,14.00,20.00,12.00,135.00,128.00,108.00,17.00,27.00,22.00,124.00,117.00,113.00
Emp1,,NM_010128.4,,Endogenous,mRNA,100.00,1561.00,2709.00,3052.00,191.00,287.00,409.00,2408.00,4524.00,2901.00,373.00,256.00,342.00
En1,,NM_010133.2,,Endogenous,mRNA,91.67,1.00,9.00,9.00,7.00,10.00,13.00,6.00,12.00,8.00,9.00,6.00,3.00
Enc1,,NM_007930.3,,Endogenous,mRNA,100.00,140.00,232.00,213.00,43.00,60.00,47.00,160.00,317.00,258.00,59.00,43.00,39.00
Enpep,,NM_007934.3,,Endogenous,mRNA,100.00,8.00,9.00,10.00,1242.00,1939.00,2013.00,7.00,7.00,12.00,2606.00,1665.00,2485.00
Enpp2,,NM_001136077.2,,Endogenous,mRNA,100.00,11.00,13.00,11.00,1069.00,1995.00,2190.00,11.00,11.00,12.00,2571.00,2109.00,2644.00
Ephb6,,NM_001146351.1,,Endogenous,mRNA,100.00,6.00,9.00,10.00,14.00,14.00,9.00,10.00,16.00,8.00,13.00,13.00,21.00
Epx,,NM_007946.2,,Endogenous,mRNA,100.00,4.00,9.00,5.00,6.00,11.00,13.00,6.00,12.00,9.00,7.00,8.00,9.00
Ercc1,,NM_007948.2,,Endogenous,mRNA,100.00,161.00,232.00,224.00,111.00,116.00,147.00,136.00,231.00,165.00,170.00,138.00,146.00
Erg,,NM_133659.2,,Endogenous,mRNA,91.67,9.00,10.00,10.00,42.00,64.00,78.00,1.00,8.00,9.00,85.00,62.00,68.00
Ets1,,NM_001038642.1,,Endogenous,mRNA,100.00,84.00,148.00,160.00,534.00,721.00,855.00,152.00,230.00,155.00,839.00,603.00,804.00
F11r,,NM_172647.2,,Endogenous,mRNA,100.00,28.00,27.00,44.00,1482.00,1988.00,2008.00,50.00,44.00,52.00,2534.00,1788.00,2281.00
Fabp4,,NM_024406.2,,Endogenous,mRNA,100.00,86.00,176.00,231.00,1566.00,1614.00,860.00,136.00,572.00,348.00,1044.00,734.00,888.00
Fadd,,NM_010175.5,,Endogenous,mRNA,100.00,35.00,49.00,44.00,104.00,155.00,134.00,28.00,70.00,40.00,170.00,135.00,157.00
Faf1,,NM_007983.2,,Endogenous,mRNA,100.00,29.00,36.00,35.00,77.00,114.00,102.00,31.00,48.00,33.00,111.00,88.00,108.00
Fas,,NM_007987.2,,Endogenous,mRNA,100.00,16.00,13.00,21.00,41.00,82.00,80.00,13.00,29.00,18.00,93.00,80.00,75.00
Fasn,,NM_007988.3,,Endogenous,mRNA,100.00,285.00,335.00,326.00,2037.00,1197.00,840.00,247.00,451.00,348.00,1449.00,782.00,1087.00
Fbp1,,NM_019395.2,,Endogenous,mRNA,100.00,6.00,14.00,9.00,7244.00,10132.00,10827.00,8.00,15.00,10.00,13192.00,11047.00,14324.00
Fbxl7,,NM_176959.3,,Endogenous,mRNA,100.00,11.00,9.00,10.00,44.00,82.00,52.00,11.00,17.00,10.00,64.00,59.00,77.00
Fcer1a,,NM_010184.1,,Endogenous,mRNA,100.00,12.00,13.00,11.00,8.00,28.00,19.00,5.00,13.00,13.00,20.00,24.00,15.00
Fcer2a,,NM_001253737.1,,Endogenous,mRNA,100.00,9.00,19.00,15.00,9.00,5.00,7.00,15.00,27.00,15.00,7.00,8.00,15.00
Fcgr1,,NM_010186.5,,Endogenous,mRNA,100.00,1420.00,2242.00,2016.00,83.00,84.00,102.00,1619.00,2554.00,2044.00,113.00,84.00,127.00
Fcgr2b,,NM_001077189.1,,Endogenous,mRNA,100.00,215.00,443.00,500.00,865.00,1154.00,1274.00,299.00,770.00,419.00,1755.00,1060.00,1534.00
Fcgr3,,NM_010188.5,,Endogenous,mRNA,100.00,3060.00,4298.00,4713.00,43.00,46.00,59.00,2579.00,4770.00,3388.00,51.00,46.00,53.00
Fcgr4,,NM_144559.1,,Endogenous,mRNA,100.00,452.00,796.00,758.00,100.00,91.00,102.00,396.00,724.00,514.00,109.00,66.00,114.00
Fcnb,,NM_010190.1,,Endogenous,mRNA,100.00,8.00,8.00,10.00,4.00,10.00,8.00,2.00,9.00,10.00,9.00,8.00,7.00
Fem1c,,NM_173423.4,,Endogenous,mRNA,100.00,102.00,211.00,341.00,404.00,497.00,534.00,205.00,576.00,283.00,623.00,462.00,593.00
Fgf10,,NM_008002.4,,Endogenous,mRNA,91.67,4.00,1.00,6.00,19.00,37.00,14.00,7.00,6.00,6.00,13.00,16.00,14.00
Fgf18,,NM_008005.1,,Endogenous,mRNA,100.00,12.00,12.00,14.00,22.00,105.00,63.00,11.00,16.00,8.00,78.00,71.00,90.00
Fgf2,,NM_008006.2,,Endogenous,mRNA,100.00,18.00,8.00,16.00,22.00,25.00,33.00,17.00,15.00,4.00,24.00,13.00,29.00
Fgf7,,NM_008008.4,,Endogenous,mRNA,100.00,6.00,7.00,11.00,16.00,29.00,33.00,7.00,10.00,7.00,20.00,21.00,23.00
Fgfr1,,NM_001079908.2,,Endogenous,mRNA,100.00,53.00,51.00,70.00,165.00,274.00,283.00,39.00,70.00,46.00,272.00,239.00,327.00
Flnb,,NM_134080.1,,Endogenous,mRNA,100.00,51.00,64.00,88.00,393.00,556.00,679.00,66.00,101.00,59.00,653.00,529.00,755.00
Flrt2,,NM_201518.4,,Endogenous,mRNA,100.00,58.00,118.00,194.00,37.00,85.00,91.00,98.00,422.00,142.00,75.00,77.00,73.00
Flt1,,NM_010228.3,,Endogenous,mRNA,100.00,28.00,23.00,44.00,171.00,205.00,265.00,20.00,34.00,35.00,247.00,222.00,299.00
Flt3,,NM_010229.2,,Endogenous,mRNA,100.00,7.00,11.00,9.00,10.00,35.00,31.00,7.00,14.00,16.00,28.00,19.00,23.00
Fn1,,NM_010233.1,,Endogenous,mRNA,100.00,169.00,143.00,187.00,369.00,292.00,520.00,132.00,230.00,166.00,474.00,346.00,447.00
Fosb,,NM_008036.2,,Endogenous,mRNA,100.00,16.00,24.00,18.00,16.00,19.00,26.00,22.00,37.00,20.00,17.00,9.00,16.00
Fosl1,,NM_010235.2,,Endogenous,mRNA,100.00,19.00,18.00,19.00,13.00,18.00,20.00,18.00,30.00,14.00,13.00,14.00,18.00
Fpr-rs3,,NM_008040.2,,Endogenous,mRNA,100.00,9.00,11.00,4.00,9.00,22.00,16.00,8.00,8.00,7.00,8.00,16.00,16.00
Fpr-rs4,,NM_008041.2,,Endogenous,mRNA,100.00,13.00,11.00,17.00,9.00,30.00,36.00,5.00,20.00,15.00,19.00,24.00,14.00
Fpr-rs5,,Fpr_rs5.1,,Endogenous,mRNA,100.00,5.00,7.00,6.00,6.00,12.00,23.00,4.00,4.00,4.00,15.00,11.00,13.00
Fpr-rs6,,NM_177316.2,,Endogenous,mRNA,100.00,4.00,2.00,8.00,4.00,13.00,13.00,3.00,5.00,3.00,3.00,9.00,7.00
Fpr1,,NM_013521.2,,Endogenous,mRNA,100.00,9.00,9.00,17.00,6.00,8.00,12.00,11.00,20.00,8.00,8.00,7.00,13.00
Fpr2,,NM_008039.2,,Endogenous,mRNA,100.00,4.00,9.00,8.00,23.00,27.00,20.00,17.00,12.00,11.00,17.00,16.00,23.00
Fpr3,,NM_008042.2,,Endogenous,mRNA,100.00,19.00,10.00,10.00,13.00,16.00,12.00,9.00,18.00,18.00,12.00,23.00,21.00
Fscn1,,NM_007984.2,,Endogenous,mRNA,100.00,20.00,20.00,30.00,136.00,164.00,202.00,17.00,29.00,22.00,217.00,159.00,154.00
Furin,,NM_011046.2,,Endogenous,mRNA,100.00,499.00,590.00,663.00,2495.00,3991.00,4105.00,484.00,929.00,761.00,4203.00,3685.00,4386.00
Fut4,,NM_010242.3,,Endogenous,mRNA,100.00,19.00,31.00,40.00,25.00,44.00,36.00,21.00,51.00,22.00,31.00,20.00,24.00
Fyn,,NM_008054.2,,Endogenous,mRNA,100.00,413.00,660.00,810.00,170.00,198.00,239.00,577.00,1173.00,855.00,268.00,190.00,214.00
Fzd4,,NM_008055.4,,Endogenous,mRNA,100.00,7.00,11.00,12.00,577.00,835.00,987.00,5.00,18.00,8.00,898.00,677.00,806.00
Fzd6,,NM_001162494.1,,Endogenous,mRNA,83.33,2.00,4.00,1.00,174.00,218.00,243.00,2.00,7.00,1.00,274.00,163.00,216.00
Fzd9,,NM_010246.1,,Endogenous,mRNA,100.00,10.00,4.00,6.00,5.00,15.00,7.00,8.00,3.00,7.00,4.00,7.00,7.00
Gadd45b,,NM_008655.1,,Endogenous,mRNA,100.00,115.00,186.00,193.00,43.00,68.00,74.00,136.00,242.00,165.00,66.00,72.00,63.00
Gata1,,NM_008089.1,,Endogenous,mRNA,100.00,18.00,19.00,23.00,9.00,10.00,18.00,11.00,12.00,6.00,11.00,5.00,16.00
Gata2,,NM_008090.4,,Endogenous,mRNA,100.00,4.00,10.00,8.00,162.00,205.00,208.00,7.00,14.00,7.00,215.00,152.00,191.00
Gata3,,NM_008091.3,,Endogenous,mRNA,100.00,12.00,15.00,10.00,297.00,393.00,350.00,9.00,7.00,4.00,462.00,313.00,390.00
Gata6,,NM_010258.3,,Endogenous,mRNA,100.00,14.00,15.00,11.00,37.00,35.00,45.00,13.00,21.00,9.00,54.00,40.00,52.00
Gch1,,NM_008102.3,,Endogenous,mRNA,100.00,42.00,49.00,74.00,23.00,15.00,32.00,36.00,82.00,49.00,19.00,28.00,34.00
Gem,,NM_010276.3,,Endogenous,mRNA,100.00,9.00,17.00,12.00,74.00,132.00,126.00,6.00,16.00,3.00,118.00,92.00,83.00
Gk5,,NM_177352.4,,Endogenous,mRNA,100.00,11.00,12.00,15.00,218.00,293.00,341.00,14.00,24.00,15.00,322.00,257.00,314.00
Glg1,,NM_009149.2,,Endogenous,mRNA,100.00,1232.00,1683.00,1740.00,1323.00,2122.00,2367.00,1397.00,2300.00,1788.00,2447.00,1930.00,2618.00
Gnai3,,NM_010306.2,,Endogenous,mRNA,100.00,211.00,388.00,625.00,1434.00,1875.00,2170.00,434.00,1550.00,692.00,2436.00,1757.00,2266.00
Golim4,,NM_001291069.1,,Endogenous,mRNA,100.00,28.00,49.00,73.00,177.00,261.00,237.00,48.00,99.00,63.00,280.00,212.00,231.00
Gpr183,,NM_183031.2,,Endogenous,mRNA,100.00,133.00,216.00,199.00,20.00,14.00,28.00,195.00,254.00,229.00,21.00,15.00,15.00
Gpr65,,NM_008152.2,,Endogenous,mRNA,100.00,176.00,302.00,322.00,44.00,41.00,56.00,244.00,575.00,264.00,58.00,40.00,48.00
Grn,,NM_008175.4,,Endogenous,mRNA,100.00,5742.00,7241.00,7220.00,664.00,840.00,996.00,5408.00,9706.00,7411.00,1076.00,825.00,1100.00
Gsn,,NM_146120.3,,Endogenous,mRNA,100.00,4883.00,6018.00,5755.00,735.00,1029.00,1334.00,4343.00,6948.00,5594.00,1084.00,818.00,1010.00
Gtf2h2,,NM_022011.4,,Endogenous,mRNA,100.00,45.00,95.00,128.00,531.00,891.00,1022.00,83.00,279.00,185.00,972.00,815.00,1034.00
Gzma,,NM_010370.2,,Endogenous,mRNA,100.00,11.00,5.00,16.00,27.00,32.00,30.00,11.00,14.00,10.00,37.00,29.00,26.00
H2-Aa,,NM_010378.2,,Endogenous,mRNA,100.00,2575.00,2867.00,3854.00,2781.00,2731.00,3568.00,2143.00,5575.00,2264.00,3635.00,2032.00,2740.00
H2-Ab1,,NM_207105.2,,Endogenous,mRNA,100.00,1286.00,1409.00,1802.00,1730.00,1779.00,2334.00,1027.00,2715.00,1130.00,2058.00,1205.00,1636.00
H2-D1,,NM_010380.3,,Endogenous,mRNA,100.00,11121.00,14850.00,15736.00,2453.00,2900.00,3499.00,10462.00,18543.00,13324.00,3366.00,2406.00,3052.00
H2-DMa,,NM_010386.3,,Endogenous,mRNA,100.00,232.00,338.00,379.00,92.00,105.00,151.00,218.00,504.00,233.00,109.00,96.00,125.00
H2-DMb1,,NM_010387.2,,Endogenous,mRNA,100.00,383.00,441.00,468.00,119.00,161.00,204.00,277.00,610.00,313.00,155.00,107.00,149.00
H2-DMb2,,NM_010388.4,,Endogenous,mRNA,100.00,22.00,20.00,30.00,37.00,43.00,77.00,29.00,35.00,25.00,61.00,36.00,30.00
H2-Ea-ps,,NM_010381.2,,Endogenous,mRNA,100.00,6.00,10.00,6.00,4.00,6.00,13.00,7.00,10.00,10.00,5.00,10.00,9.00
H2-Eb1,,NM_010382.2,,Endogenous,mRNA,100.00,275.00,312.00,499.00,537.00,485.00,650.00,233.00,579.00,253.00,634.00,367.00,521.00
H2-K1,,NM_001001892.2,,Endogenous,mRNA,100.00,7324.00,10445.00,10520.00,3461.00,4161.00,4772.00,7324.00,12334.00,9353.00,4589.00,3261.00,4278.00
H2-M3,,NM_013819.2,,Endogenous,mRNA,100.00,115.00,171.00,172.00,48.00,50.00,63.00,146.00,223.00,151.00,68.00,50.00,64.00
H2-Ob,,NM_010389.3,,Endogenous,mRNA,100.00,15.00,22.00,19.00,63.00,72.00,63.00,19.00,29.00,24.00,64.00,48.00,53.00
H2-Q1,,NM_010390.3,,Endogenous,mRNA,100.00,488.00,603.00,619.00,331.00,446.00,526.00,414.00,662.00,469.00,520.00,405.00,449.00
H2-Q10,,NM_010391.4,,Endogenous,mRNA,91.67,11.00,15.00,1.00,39.00,64.00,44.00,14.00,12.00,6.00,49.00,27.00,40.00
H2-Q2,,NM_010392.2,,Endogenous,mRNA,100.00,8.00,25.00,21.00,31.00,36.00,54.00,18.00,27.00,20.00,40.00,43.00,35.00
H2-T23,,NM_010398.3,,Endogenous,mRNA,100.00,432.00,549.00,604.00,346.00,470.00,492.00,398.00,751.00,462.00,482.00,412.00,497.00
Havcr1,,NM_134248.2,,Endogenous,mRNA,100.00,4.00,11.00,10.00,33.00,31.00,45.00,9.00,10.00,8.00,41.00,25.00,30.00
Havcr2,,NM_134250.2,,Endogenous,mRNA,100.00,48.00,81.00,105.00,10.00,27.00,21.00,109.00,147.00,108.00,21.00,17.00,21.00
Hbegf,,NM_010415.1,,Endogenous,mRNA,100.00,86.00,104.00,104.00,218.00,302.00,237.00,44.00,103.00,67.00,327.00,238.00,288.00
Hc,,NM_010406.1,,Endogenous,mRNA,100.00,6.00,17.00,13.00,10.00,3.00,7.00,11.00,17.00,18.00,7.00,8.00,8.00
Hdac5,,NM_010412.3,,Endogenous,mRNA,100.00,384.00,518.00,518.00,399.00,403.00,490.00,420.00,653.00,590.00,552.00,413.00,507.00
Hdac6,,NM_010413.3,,Endogenous,mRNA,100.00,68.00,84.00,94.00,372.00,555.00,668.00,61.00,128.00,100.00,686.00,553.00,731.00
Hdc,,NM_008230.4,,Endogenous,mRNA,100.00,16.00,19.00,17.00,9.00,21.00,14.00,14.00,28.00,19.00,11.00,15.00,11.00
Hes1,,NM_008235.2,,Endogenous,mRNA,100.00,6.00,7.00,4.00,10.00,13.00,15.00,3.00,8.00,4.00,15.00,13.00,20.00
Hgf,,NM_010427.5,,Endogenous,mRNA,100.00,59.00,91.00,122.00,95.00,117.00,128.00,85.00,297.00,89.00,109.00,110.00,120.00
Hif1a,,NM_010431.2,,Endogenous,mRNA,100.00,213.00,474.00,741.00,1351.00,2349.00,2497.00,474.00,1323.00,622.00,2441.00,2050.00,2569.00
Hip1r,,NM_145070.2,,Endogenous,mRNA,100.00,10.00,13.00,19.00,273.00,320.00,438.00,7.00,21.00,16.00,414.00,325.00,393.00
